_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,BehaviouralFeatureResult,label
{'$oid': '5a421d732bfbb88f180e24f8'},AD7SODGXJQ91X,B0047E0EII,Chris,"[20.0, 21.0]","Very disappointed that this model is not compatible with my iPhone, especially seeing as there is an Android version.  I am going to wait for the 572.  Actually I may wait for the 572C to save a few pennies.",1.0,Not Compatible,1379030400,"09 13, 2013",Home_and_Kitchen,"{'CS': 0.422592012, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 2.867053313, 'RL': 207.0, 'ER': 1.0, 'PC': 2.43902439}",0.0
{'$oid': '5a421d732bfbb88f180e24f9'},A1THY5NJMDHWTI,B000ZNQEMU,Jeremy Pytel,"[0.0, 1.0]","This is not what is pictured! I purchased this and what I received was a storm trooper flashlight three times the size of a Lego piece. Way too large for a keychain. If you are looking for a Lego figure sized keychain, this is not for you.",1.0,Very disappointed.,1385942400,"12 2, 2013",Toys_and_Games,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 3.777777778, 'RL': 239.0, 'ER': 1.0, 'PC': 2.105263158}",0.0
{'$oid': '5a421d732bfbb88f180e24fa'},A15J8CADWCJTK2,B009JZ4KPS,BADBAX,"[0.0, 0.0]",It actually is a very nice case and fit the phone perfectly. It is a very glossy finish so a tad bit slippery at first until you get used to it. But it's worth the risk of dropping it just to show off the number one hockey team of 2013. Go Hawks.,5.0,Met my expectations,1378339200,"09 5, 2013",Cell_Phones_and_Accessories,"{'CS': 1.0, 'MNR': 0.333333333, 'RB': 1.0, 'RC': 6.0, 'PR': 66.66666667, 'NR': 33.33333333, 'FR': 0.0, 'RSP': 0.0, 'AW': 200.0, 'RD': 0.818181818, 'RL': 246.0, 'ER': 1.0, 'PC': 0.523560209}",0.0
{'$oid': '5a421d732bfbb88f180e24fb'},APH1ZFZC80ZUT,B00BL7L398,clark,"[0.0, 0.0]","For the price, this is great, but the problem is the connection of the connector.  After 1 month, only half of them still working but it's still cheap enough to throw the other half away...",2.0,"10 is a lot, but only half of them really last more than a month",1398124800,"04 22, 2014",Cell_Phones_and_Accessories,"{'CS': 0.448689745, 'MNR': 1.0, 'RB': 5.0, 'RC': 15.0, 'PR': 66.66666667, 'NR': 26.66666667, 'FR': 0.266666667, 'RSP': 0.0, 'AW': 1165.0, 'RD': 1.631578947, 'RL': 189.0, 'ER': 0.0, 'PC': 1.333333333}",0.0
{'$oid': '5a421d732bfbb88f180e24fc'},A1BQ4X3WS7YS97,B0015CPFKM,Carmen Aguilera,"[0.0, 0.0]",Very nice pair of shoes and comfortable as well.  Love the color and the style.,4.0,Summer Shoes,1227571200,"11 25, 2008",Clothing_Shoes_and_Jewelry,"{'CS': 0.423547096, 'MNR': 0.0, 'RB': 0.0, 'RC': 13.0, 'PR': 92.30769231, 'NR': 7.692307692, 'FR': 0.384615385, 'RSP': 0.0, 'AW': 2452.0, 'RD': 0.0, 'RL': 79.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e24fd'},A2WTYDW8TQTN5R,B008RTKEPW,Evalistic,"[0.0, 1.0]",This 4 pack of pepper spray is great. I got one for myself and the others went to some female neighbors who were getting harassed by a guy who would come around at night banging on their door demanding to see his ex-girlfriend. I showed them how to use it and if this guy shows up again he will be in for a rude awakening.The price was great - Shipping was secure and fast - I will buy from this seller again.,5.0,Security at a great price.,1369872000,"05 30, 2013",Sports_and_Outdoors,"{'CS': 0.475539039, 'MNR': 1.0, 'RB': 4.0, 'RC': 11.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 486.0, 'RD': 0.417582418, 'RL': 409.0, 'ER': 1.0, 'PC': 0.617283951}",0.0
{'$oid': '5a421d732bfbb88f180e24fe'},AU564VA2CFP0E,B000JQD7Z0,"Jericho ""Jericho""","[1.0, 1.0]","The cases are flimsy, which is to be expected. But unless you are really rough with them, they are just fine. I had one or two cracked when shipped to me, but that's not bad out of 200. Will be ordering more if needed.",4.0,Great set of cases!,1356307200,"12 24, 2012",Electronics,"{'CS': 0.296347115, 'MNR': 0.0, 'RB': 0.0, 'RC': 20.0, 'PR': 95.0, 'NR': 0.0, 'FR': 0.05, 'RSP': 0.0, 'AW': 145.0, 'RD': 3.0, 'RL': 218.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e24ff'},A266N9DZ6I9NWI,B0032KJLEQ,Deeve,"[1.0, 2.0]","I picked this up for use on my 10/22 mounted with Burris Signature Zee Medium Rings. The rings mount it a little high, but I can live with it.  The scope is typical Leupold made high quality.  Clear glass and well made. Leupold said the parallax on this is set for 150 yards.  Living nearby I dropped it off and had it reset to 60 yards.  Very happy with it.",4.0,Very nice quality  clear scope,1363910400,"03 22, 2013",Sports_and_Outdoors,"{'CS': 0.428293076, 'MNR': 1.0, 'RB': 5.0, 'RC': 5.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.666666667, 'RL': 358.0, 'ER': 0.0, 'PC': 2.877697842}",0.0
{'$oid': '5a421d732bfbb88f180e2500'},A1LMYM8H422HP5,B00008CM68,"HiroDDS67 ""Doc C""","[3.0, 4.0]","Excellent for the price. Everything sticks to it though,if you don't mind scrubbing the cooking surface every time you cook then this one is for you.",3.0,Good Price,1238803200,"04 4, 2009",Home_and_Kitchen,"{'CS': 0.212961836, 'MNR': 0.0, 'RB': 0.0, 'RC': 2.0, 'PR': 0.0, 'NR': 50.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 50.0, 'RD': 1.261822376, 'RL': 149.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2501'},A26E6I54WN5V9W,B00EUM88HG,Don Howell,"[0.0, 0.0]","I am a bit disappointed in this case. I didn't return the item because I already dirtied the silicone sleeve. The sleeve has wiggle room and I have to work the excess bits around to fit it in the exoframe. This combo really feels like unnecessary added bulk on such a slim, light device. The rugged exoframe is a great idea. However, the phone faces inward on the belt clip. That is something that I didn't notice before ordering, so it's my own fault. It's hard to answer the phone when the two pieces are so snuggly mated. So, for now, I use no case at all.",3.0,One Size Does Not Fit All,1395878400,"03 27, 2014",Cell_Phones_and_Accessories,"{'CS': 0.700650194, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 1.05, 'RL': 559.0, 'ER': 0.0, 'PC': 0.900900901}",0.0
{'$oid': '5a421d732bfbb88f180e2502'},AF115MWHW814Q,B001O9BEHO,Bruce Higginbotham,"[0.0, 0.0]","Really pricey underwear, but well made, comfortable and they fit well.  Definitely better than what I have been used to.",5.0,"Very pricey, but very good",1358812800,"01 22, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.265294613, 'MNR': 0.0, 'RB': 0.0, 'RC': 9.0, 'PR': 33.33333333, 'NR': 66.66666667, 'FR': 0.0, 'RSP': 0.0, 'AW': 1332.0, 'RD': 0.398865784, 'RL': 120.0, 'ER': 1.0, 'PC': 1.020408163}",0.0
{'$oid': '5a421d732bfbb88f180e2503'},ADB6YH7QC3OLE,B002DY8YDQ,"Little Dragon ""Theresa""","[0.0, 0.0]","Two year old Hunter loves Scooby.  I like the classic tin lunchboxes from my day, but they're a little small and not flexible in case I need to jam something a little mishapen in it.  The image on the outside of this pail is similar to something they would have on a tin, and the graphics are nice and bright.  The water bottle that comes with it is just fine too.  It does its job.",5.0,We like Thermos.,1302393600,"04 10, 2011",Home_and_Kitchen,"{'CS': 0.429068313, 'MNR': 0.4, 'RB': 2.0, 'RC': 8.0, 'PR': 75.0, 'NR': 12.5, 'FR': 0.125, 'RSP': 0.0, 'AW': 1159.0, 'RD': 0.777777778, 'RL': 382.0, 'ER': 1.0, 'PC': 1.003344482}",0.0
{'$oid': '5a421d732bfbb88f180e2504'},A27OO0GRQPONW8,B008GVM9K4,Luke Magee,"[3.0, 5.0]",One cable stop working in less than 2 weeks.  Wish I had read reviews.  Reading reviews this company's quality assurance is poor,1.0,You get what you pay for,1376524800,"08 15, 2013",Electronics,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.207696661, 'RL': 128.0, 'ER': 1.0, 'PC': 1.941747573}",0.0
{'$oid': '5a421d732bfbb88f180e2505'},A37RSAOUW8O7TC,B000SDYBOK,Tammy,"[0.0, 0.0]",I did not get the shoes I ordered but my grandson still loves the shoes that we received.The eyes on the shoes light up and my 3 year old grandson loves them so I guess that is what counts.,3.0,Dinosaole shoes,1348099200,"09 20, 2012",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.75, 'RL': 189.0, 'ER': 0.0, 'PC': 1.342281879}",0.0
{'$oid': '5a421d732bfbb88f180e2506'},A3GENGDLQQGGRT,B004I7YJX0,David F,"[0.0, 0.0]","Purchased July 19, put it on the phone July 28, dropped phone on Aug 18, case cracked.  Phone is ok, but prior case from a competitor lasted well over a year.",1.0,otterbox not all it's cracked up to be,1345507200,"08 21, 2012",Toys_and_Games,"{'CS': 0.373800963, 'MNR': 0.0, 'RB': 0.0, 'RC': 5.0, 'PR': 80.0, 'NR': 20.0, 'FR': 0.2, 'RSP': 0.0, 'AW': 677.0, 'RD': 3.666666667, 'RL': 158.0, 'ER': 1.0, 'PC': 2.4}",0.0
{'$oid': '5a421d732bfbb88f180e2507'},A1MXFMCMPTSXQP,B00023CJI6,Denise Savello,"[0.0, 2.0]",This phone was offered with a Panasonic headset and the phone doesn't even have a headset jack. I wasted my time and money on shipping for this crap and now I have to send it back and wait another week even though I paid for overnight shipping it still too 4 days to get to my doorstep.,1.0,Does not have headset jack even though phone offered and purchased with headset,1384214400,"11 12, 2013",Electronics,"{'CS': 0.943647492, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 0.0, 'NR': 100.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 3.183673469, 'RL': 286.0, 'ER': 1.0, 'PC': 1.315789474}",0.0
{'$oid': '5a421d732bfbb88f180e2508'},A2YBAET5RE16VK,B0006O7602,Patricia M. Minute,"[1.0, 1.0]",This track is difficult to put together and both engines I ran on this track hit dead spots and stopped.  It took hours of trouble shooting to finally enjoy my layout.,2.0,Infuriating,1262995200,"01 9, 2010",Toys_and_Games,"{'CS': 0.225819376, 'MNR': 0.0, 'RB': 0.0, 'RC': 6.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.166666667, 'RSP': 0.0, 'AW': 813.0, 'RD': 3.0, 'RL': 167.0, 'ER': 0.0, 'PC': 0.746268657}",0.0
{'$oid': '5a421d732bfbb88f180e2509'},AI3CSXX2Y2LJY,B0009J5K2U,Franklin D. Nelson,"[1.0, 1.0]","My daughter starting wearing at 9 months old. Shirts are too wide and not long enough. No way she'll fit onto these at 12 months. If you have a short fat baby, these will work great for you.",2.0,Not great sizing for skinny long baby,1365552000,"04 10, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.191530117, 'MNR': 1.0, 'RB': 3.0, 'RC': 3.0, 'PR': 33.33333333, 'NR': 33.33333333, 'FR': 0.333333333, 'RSP': 0.0, 'AW': 0.0, 'RD': 1.381578947, 'RL': 190.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e250a'},ADBJAC7MC3WQ,B00HJ3BFZU,slewis,"[0.0, 0.0]",This dress was so pretty and it fits perfectly!!!  I got many compliments.  This dress is awesome and you will love it!,5.0,Awesome dress,1399334400,"05 6, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.414039336, 'MNR': 0.0, 'RB': 0.0, 'RC': 2.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 94.0, 'RD': 2.037037037, 'RL': 119.0, 'ER': 1.0, 'PC': 2.105263158}",0.0
{'$oid': '5a421d732bfbb88f180e250b'},A2YB98QO3R49S6,B007TSWF7C,S. Babb,"[0.0, 0.0]","(1)  When I first saw this product, it seemed like these are the tiny hooks used by elves and fairies seated upon delicate lilly-pads out behind some remote Irish country home.(2)  Here in Texas, I can think of no use for these little hooks -- especially since tadpoles are not listed in my Republic of Texas Fishing License Companion Guide.  Also, my wife says she prefers NOT to prepare any tadpoles I might catch with these Gone Fishing Hooks, and she cannot think of any Tadpole Cuisine that she and I might enjoy.",3.0,Much smaller than they appear (on your computer screen),1380067200,"09 25, 2013",Sports_and_Outdoors,"{'CS': 0.336331894, 'MNR': 0.2, 'RB': 1.0, 'RC': 8.0, 'PR': 62.5, 'NR': 37.5, 'FR': 0.25, 'RSP': 0.0, 'AW': 189.0, 'RD': 0.642857143, 'RL': 518.0, 'ER': 0.0, 'PC': 4.761904762}",0.0
{'$oid': '5a421d732bfbb88f180e250c'},A2M459TAWSBBOB,B000636JD8,E. Mitchell,"[0.0, 0.0]","The unit works.I have it connected through a short USB cable to the back of the computer so that the USB dongle can be located away from the PC and ""up in the air"" about 2 feet from the top of the PC.The access point is located about 25 feet away with one bedroom hollow wood door between it and the USB dongle.Signal strength is usually 3/5 bars - sometimes 2 and sometimes 4. Link connection speed is typically 18 to 24 Mbps, with 18 more common.And this is only 25 feet (8 meters) away from the AP.Again, it basically works but seems to have poor receiver sensitivity. I would not want to use it for anything much further than this distance.",3.0,"Works, but antenna/receiver is not very sensitive",1282521600,"08 23, 2010",Electronics,"{'CS': 0.659922233, 'MNR': 0.0, 'RB': 0.0, 'RC': 29.0, 'PR': 68.96551724, 'NR': 13.79310345, 'FR': 0.103448276, 'RSP': 0.0, 'AW': 3737.0, 'RD': 0.594405594, 'RL': 644.0, 'ER': 0.0, 'PC': 3.106796117}",0.0
{'$oid': '5a421d732bfbb88f180e250d'},A3V7GXGDA9801K,B00DJ50UTO,"Wendy A. Brescia ""Me2happy75""","[37.0, 42.0]","I will be completely honest...I gave this rate a 3 instead of a 5 because I LOVE the case and it fits perfect for the Iphone 5S; however, anyone I would talk to on speaker or phone to ear, would all complain of the sound quality. I can't figure out what is causing this issue as ALL ports/speakers, etc are clear.  the only thing I can think of is that the bottom part of the cover prevents the sound to be clear and sounds muffled.  I'm very disappointed as I really like the case and is perfect for my lifestyle.  I will be looking at a way to make some kind of change to help exemplify the sound quality.",3.0,Just not perfect...,1384992000,"11 21, 2013",Cell_Phones_and_Accessories,"{'CS': 0.605779244, 'MNR': 0.25, 'RB': 2.0, 'RC': 15.0, 'PR': 86.66666667, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 384.0, 'RD': 0.837837838, 'RL': 607.0, 'ER': 0.0, 'PC': 2.092050209}",0.0
{'$oid': '5a421d732bfbb88f180e250e'},ALNFHVS3SC4FV,B008M11Y8Q,"Darena Shopz ""darenashopzatoutlookdotcom""","[0.0, 2.0]",This is two pieces of durable plastic that actually stick and attach to your phone. One piece cover the front side of the phone and another piece covers the back of your iPhone4. The sides are not covered at all.I personally would not use this alone to protect my phone. The sides aren't protected and I just don't buy the impact and drop protection that is advertised. How can you tell how you may drop your phone; it may be from a high distance right on its side. I don't see how this would protect it when it hits the ground. Yes the front and back would probably not get scratched but how can a plastic film applied protect from impact.The only way that I would use this is with another case that covers the phone. Some cases provide nothing more than a skin for your phone to change the color out; this would be perfect to help protect your phone in that instance. I would cover the front of the phone to protect from scratches since those types of cases leave the front of the phone exposed.,1.0,Protects from Scratches,1358899200,"01 23, 2013",Cell_Phones_and_Accessories,"{'CS': 0.715937219, 'MNR': 0.4, 'RB': 4.0, 'RC': 343.0, 'PR': 86.58892128, 'NR': 5.83090379, 'FR': 0.15451895, 'RSP': 0.0, 'AW': 2720.0, 'RD': 2.891566265, 'RL': 997.0, 'ER': 1.0, 'PC': 0.375469337}",0.0
{'$oid': '5a421d732bfbb88f180e250f'},A2H98TPLLXCCTG,B00302PQ68,Glenna Artrip,"[1.0, 1.0]","This fit easily and perfectly, adds more protection than the silicone skins. Has a good look, and a good grip",5.0,Perfect,1360368000,"02 9, 2013",Electronics,"{'CS': 0.403112887, 'MNR': 1.0, 'RB': 1.0, 'RC': 3.0, 'PR': 66.66666667, 'NR': 33.33333333, 'FR': 0.0, 'RSP': 0.0, 'AW': 100.0, 'RD': 1.595959596, 'RL': 109.0, 'ER': 1.0, 'PC': 1.123595506}",0.0
{'$oid': '5a421d732bfbb88f180e2510'},AF72X5NA3H4UM,B0006MN5JK,CB,"[0.0, 0.0]","We bought this for our 17 month old daughter to maybe help her learn how to play tennis one day! The rubber has held up well, but the handle grip fell off within the first week of use. She still plays with it without the grip and it is fine, but do not expect to get great quality and a discount price.",3.0,You get what you pay for,1373068800,"07 6, 2013",Sports_and_Outdoors,"{'CS': 0.431479366, 'MNR': 1.0, 'RB': 17.0, 'RC': 20.0, 'PR': 90.0, 'NR': 5.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 578.0, 'RD': 0.6, 'RL': 302.0, 'ER': 0.0, 'PC': 0.418410042}",0.0
{'$oid': '5a421d732bfbb88f180e2511'},AER9OAP3OAF1P,B005DDYW3A,marilyn taylor,"[0.0, 0.0]","This was a gift and I did not see it.  Next time, however I will read the listing a little better",3.0,dinnerware setf,1389139200,"01 8, 2014",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.25, 'RL': 97.0, 'ER': 0.0, 'PC': 4.0}",0.0
{'$oid': '5a421d732bfbb88f180e2512'},AX47VZ9GLAWEE,B0060KKWFC,Karlla,"[0.0, 0.0]",This battery has changed the color of the laptop screen. And I don't know yet if it is bad for my laptop. The shine colors are totally strange. I don't like this!!,2.0,Changing the colors,1386547200,"12 9, 2013",Electronics,"{'CS': 0.266500895, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 1.945121951, 'RL': 163.0, 'ER': 0.0, 'PC': 1.550387597}",0.0
{'$oid': '5a421d732bfbb88f180e2513'},A6H386LTX2BS7,B006PGGJOE,Kitty,"[1.0, 1.0]","I got this as a secondary wallet, because I carry a TON of rewards cards and passes. It's absurd that every place you shop gives you some credit card thing, but yet they aren't making regular wallets with enough slots to accommodate. This does the trick, though. It fits almost all of my cards in it, freeing my actual wallet for my more regularly used cards.This fits about ten credit cards and four or five business cards comfortably. More than that and it has closing issues. I like that it comes in an array of colors. The patterns they have aren't very attractive, though.I'm a little annoyed that it says it has &#34;seven secure slots fold out accordion style,&#34; which to me implies that the seven slots all fold out. It does have seven slots, but only five of them really fold out. The other two are attached to the inside of the case, making it difficult to get cards in and out of those two slots.All in all though, this does the job, and even with the slot issue, it fits about as many cards as I expected it to. The clasp is pretty secure, though it's just a plastic push button clasp, so I'd be careful not to drop it or anything. If you take care of your stuff it shouldn't be a problem. I'm debating getting another one to replace my main wallet for cash and my license. We'll see if they come up with any in patterns I like. A single flat color gets boring.",4.0,"It works, wish it could fit more cards",1399334400,"05 6, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.6895477, 'MNR': 1.0, 'RB': 13.0, 'RC': 28.0, 'PR': 82.14285714, 'NR': 3.571428571, 'FR': 0.071428571, 'RSP': 0.0, 'AW': 754.0, 'RD': 0.201588502, 'RL': 1376.0, 'ER': 0.0, 'PC': 0.635785649}",0.0
{'$oid': '5a421d732bfbb88f180e2514'},AOZ4H59HWFG5M,B0013A6ZV4,Arturo Rivera,"[0.0, 0.0]",One of the stools was missing a screw and was not in the same conditions as the other two.  Other than that everything was as expected.,3.0,Swivel Stools Rating,1384560000,"11 16, 2013",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.826086957, 'RL': 135.0, 'ER': 0.0, 'PC': 0.0}",0.0
